age,income,account_age_months,monthly_activity_score,support_tickets,num_logins,feature_usage_score,region,subscription_type,target,prediction,prediction_proba
23,40354.79,89,38.62,0,38,44.24,North,Basic,1,0,0.3194
20,40765.17,49,54.46,2,21,42.04,West,Basic,0,0,0.4013
18,56137.44,60,44.68,0,13,30.85,Central,Premium,0,0,0.2485
63,38530.02,39,46.72,3,2,57.3,North,Standard,0,0,0.4071
27,61132.72,56,95.62,0,9,97.99,North,Basic,1,1,0.8463
31,18322.53,58,46.47,0,53,95.54,Central,Basic,1,1,0.6919
21,15000.0,25,51.96,2,23,27.95,South,Basic,0,0,0.3573
33,51828.17,50,72.76,1,26,18.98,Central,Premium,0,1,0.5325
36,24367.96,60,37.77,5,12,58.14,North,Basic,0,0,0.3784
38,43441.07,104,21.59,1,41,47.41,Central,Standard,0,0,0.3436
33,16881.89,75,10.62,1,51,11.47,Central,Standard,0,0,0.16
31,15000.0,2,86.79,2,35,84.02,South,Basic,1,1,0.786
29,59777.92,106,14.66,2,37,25.17,East,Standard,0,0,0.1938
67,44830.94,97,78.82,0,45,69.03,Central,Standard,1,1,0.8951
42,54034.77,20,33.97,1,57,94.64,West,Premium,1,1,0.7446
55,54299.46,109,87.44,4,40,47.86,Central,Standard,1,1,0.7933
35,40453.86,96,79.36,2,4,11.96,North,Premium,0,1,0.5766
38,85367.24,77,92.58,0,34,31.54,West,Basic,1,1,0.7307
57,62220.51,46,16.61,2,58,24.15,East,Premium,0,0,0.2434
56,106539.55,75,75.05,4,50,14.91,Central,Standard,0,1,0.684
55,86746.42,6,73.69,2,29,16.26,East,Basic,0,0,0.4586
42,68753.55,108,26.73,2,43,56.05,West,Standard,0,1,0.6104
37,54635.75,52,76.98,1,31,44.99,East,Premium,1,1,0.6512
45,43208.36,102,91.57,1,36,11.06,West,Basic,1,1,0.7434
39,40396.67,25,75.03,2,12,72.39,Central,Basic,1,1,0.7314
18,57687.66,21,2.79,1,10,0.58,Central,Basic,0,0,0.1195
27,74431.07,38,1.56,1,3,35.68,North,Premium,0,0,0.0982
63,33832.41,80,28.92,1,15,19.68,East,Basic,0,0,0.1825
19,54427.89,20,64.33,1,2,86.65,North,Basic,0,1,0.6656
54,29954.45,118,26.39,1,4,23.25,South,Premium,0,0,0.2433
69,57131.95,33,43.45,0,20,41.53,South,Premium,1,0,0.3374
51,65845.15,105,3.49,3,48,39.58,East,Standard,0,0,0.2997
50,74824.38,50,1.83,3,4,22.57,North,Premium,0,0,0.0958
40,60744.26,29,79.84,2,13,15.13,South,Basic,1,1,0.5172
44,42280.6,117,5.31,3,19,46.77,South,Standard,0,0,0.2277
40,47429.94,41,48.25,3,24,66.22,West,Basic,0,1,0.5469
46,55326.46,12,82.52,6,23,51.92,West,Standard,1,1,0.5582
24,50808.24,92,83.37,2,30,29.82,South,Basic,1,1,0.6852
48,61428.89,23,80.31,0,5,58.39,South,Basic,1,1,0.7398
21,59670.39,83,69.48,1,25,19.35,East,Premium,1,1,0.5408
46,75299.05,113,54.79,2,8,17.99,West,Premium,1,0,0.4584
53,27693.14,28,69.77,4,59,52.24,Central,Basic,1,1,0.7327
49,60530.62,9,5.62,2,45,56.63,South,Premium,0,0,0.2424
37,35895.68,58,36.69,2,39,46.54,Central,Basic,0,0,0.281
68,49789.75,63,30.19,2,43,80.3,South,Premium,1,1,0.6326
59,28450.18,6,13.04,1,2,41.02,East,Standard,0,0,0.1359
32,55746.15,91,89.27,2,11,0.91,Central,Premium,1,1,0.6018
68,25947.19,96,72.87,2,0,74.1,South,Standard,1,1,0.7898
64,38447.97,19,79.32,1,52,15.11,South,Basic,1,1,0.6961
25,100843.87,1,80.56,3,45,44.81,Central,Basic,1,1,0.5831
67,67557.75,28,47.7,1,19,58.37,Central,Basic,0,1,0.5057
68,74054.1,69,55.06,5,13,37.02,North,Premium,1,0,0.3998
58,38407.45,6,77.53,2,29,84.98,Central,Standard,1,1,0.7605
31,78209.33,8,61.41,2,39,63.73,West,Basic,0,1,0.7179
30,48769.5,119,79.92,0,26,60.94,North,Basic,0,1,0.8728
53,44212.18,25,55.51,3,37,4.54,Central,Basic,0,0,0.3437
20,65808.66,95,16.66,4,35,8.12,East,Basic,0,0,0.187
61,57813.9,109,24.22,1,2,83.75,East,Basic,1,1,0.5366
36,79765.25,41,75.16,1,17,41.13,West,Basic,0,1,0.5211
53,29288.52,109,26.4,1,58,20.53,East,Basic,0,0,0.3992
20,39391.32,114,35.21,3,20,52.89,North,Standard,1,0,0.4098
50,45676.56,24,9.76,1,24,11.93,West,Premium,0,0,0.1284
24,56938.81,16,21.68,1,15,4.7,East,Basic,0,0,0.1257
43,45835.39,105,61.31,2,53,39.38,South,Premium,1,1,0.7409
49,53412.67,3,61.57,1,34,26.44,North,Standard,0,1,0.5116
61,48634.29,70,22.5,0,31,34.2,Central,Basic,0,0,0.2053
36,73390.87,40,27.85,2,18,34.88,East,Standard,0,0,0.1493
30,43776.45,58,33.85,1,23,59.28,West,Standard,1,0,0.4558
35,46797.76,19,10.53,3,25,75.9,South,Basic,1,0,0.3555
51,56362.51,29,9.76,4,29,92.17,Central,Basic,1,0,0.3199
20,53021.62,91,48.15,1,5,41.46,North,Basic,1,0,0.3781
61,59785.2,4,59.1,4,59,96.32,West,Standard,1,1,0.7228
48,29650.08,66,82.14,2,15,2.04,North,Basic,0,1,0.5744
36,56831.42,89,36.65,1,57,5.32,East,Basic,0,0,0.332
56,51612.94,1,16.47,4,4,1.89,South,Standard,0,0,0.1476
62,37286.04,17,42.6,0,20,37.56,East,Premium,1,0,0.2307
20,22087.84,24,7.88,2,54,91.0,East,Basic,0,0,0.39
54,58395.95,39,47.97,2,51,60.73,South,Basic,1,1,0.6825
55,52242.83,105,28.32,0,56,68.43,West,Basic,1,1,0.7199
67,53570.12,115,24.08,2,7,14.0,South,Basic,0,0,0.2249
25,47275.6,22,67.15,3,9,27.64,West,Standard,0,0,0.4029
55,81899.01,119,20.37,1,46,28.97,Central,Premium,0,0,0.2919
54,33374.83,26,65.91,2,14,34.94,North,Basic,0,0,0.419
66,53738.42,81,31.43,5,19,27.13,North,Basic,0,0,0.1645
19,44928.79,51,89.31,4,56,60.85,West,Basic,1,1,0.861
39,15000.0,115,27.41,2,12,81.55,West,Standard,0,1,0.526
31,56745.16,11,64.86,2,26,56.27,South,Basic,1,1,0.6956
48,28411.09,80,20.97,2,27,19.43,South,Premium,0,0,0.23
46,70127.54,41,15.03,2,42,22.52,West,Premium,0,0,0.18
34,71485.78,100,52.55,2,53,24.58,West,Standard,1,1,0.5707
35,62593.46,23,9.66,1,19,51.57,North,Basic,0,0,0.2309
50,65484.47,16,27.81,4,3,52.88,Central,Standard,0,0,0.2124
38,45945.73,73,62.2,2,1,91.41,East,Standard,1,1,0.6424
53,68751.86,9,32.85,9,8,68.04,East,Standard,1,0,0.3631
36,73334.94,96,96.3,3,40,85.23,South,Standard,1,1,0.9181
41,77394.32,22,42.26,5,35,95.88,West,Premium,1,1,0.6447
60,80270.9,23,39.92,2,53,38.68,East,Premium,0,0,0.3196
56,25877.89,78,31.5,1,52,78.57,North,Basic,1,1,0.6748
53,61425.74,91,86.07,0,15,61.28,South,Premium,1,1,0.8757
25,15000.0,80,2.86,1,25,9.2,West,Basic,0,0,0.1732
31,74467.47,18,76.76,0,27,92.99,East,Premium,1,1,0.8096
65,42150.38,86,3.64,2,37,46.88,Central,Basic,0,0,0.1778
36,60856.65,107,9.67,1,32,75.27,Central,Basic,0,0,0.4782
61,45720.37,46,50.05,3,33,63.98,North,Basic,0,1,0.5719
41,62734.67,46,16.75,1,7,80.67,South,Standard,1,0,0.3736
46,68449.93,46,13.63,1,7,13.91,West,Premium,0,0,0.1162
42,33180.48,10,76.18,3,6,9.98,East,Basic,0,0,0.3417
39,44459.93,56,99.98,2,46,4.49,South,Basic,1,1,0.6961
19,48911.94,59,38.77,2,44,72.57,Central,Standard,1,1,0.6043
61,70416.37,114,65.05,2,55,56.94,East,Standard,0,1,0.8199
48,50284.98,102,10.44,3,36,27.54,West,Basic,0,0,0.1917
46,51444.34,100,33.89,1,0,0.41,Central,Standard,0,0,0.2086
45,100772.71,16,73.67,0,9,19.61,South,Basic,0,0,0.4663
59,15000.0,111,14.53,3,38,27.92,East,Basic,0,0,0.1969
40,66355.07,43,18.11,2,6,95.37,South,Basic,1,0,0.3897
31,56471.05,62,80.45,1,24,98.75,South,Basic,1,1,0.8854
66,69966.48,95,16.51,0,2,70.9,East,Basic,0,0,0.4226
43,73293.13,36,85.17,6,57,65.77,Central,Standard,1,1,0.8148
65,80044.63,112,70.6,0,50,73.51,Central,Standard,1,1,0.8963
27,37305.43,27,60.37,4,17,63.24,West,Standard,0,1,0.524
68,78512.19,101,39.89,2,5,20.5,South,Basic,0,0,0.1919
23,64593.92,15,22.3,1,40,70.82,West,Premium,1,1,0.5146
68,43200.65,88,58.19,2,53,65.78,Central,Standard,1,1,0.8081
60,72243.38,27,84.39,3,9,96.18,Central,Standard,1,1,0.7683
25,25546.86,58,42.96,2,33,18.79,North,Basic,0,0,0.2148
67,68046.2,110,2.32,3,47,95.73,West,Basic,1,0,0.4645
32,51966.2,65,19.26,3,1,23.95,West,Basic,0,0,0.1381
44,81864.74,95,29.75,3,12,74.89,East,Basic,0,1,0.5484
19,41810.32,28,49.3,1,1,83.15,South,Basic,0,1,0.5959
25,46818.68,111,37.94,2,4,32.59,South,Premium,0,0,0.2009
65,48228.39,78,10.07,1,35,73.45,East,Basic,1,0,0.3954
67,47067.63,6,49.55,0,18,87.69,West,Premium,0,1,0.6208
58,25835.16,2,87.65,1,15,55.36,Central,Standard,1,1,0.7154
68,54781.87,57,18.93,3,9,89.87,West,Standard,1,0,0.4028
44,39668.54,57,3.35,2,49,10.39,East,Standard,0,0,0.1524
36,71843.45,4,79.12,3,9,13.54,West,Premium,1,0,0.4011
34,70837.58,114,52.3,1,40,12.82,South,Standard,1,0,0.4578
69,28647.45,10,72.25,3,43,85.8,East,Standard,1,1,0.8021
61,55263.06,19,81.13,1,36,40.31,North,Basic,1,1,0.654
41,58064.6,108,31.64,2,48,79.63,South,Premium,1,1,0.771
28,39272.1,61,17.93,4,31,2.11,North,Premium,0,0,0.1108
22,82362.1,7,11.06,2,41,87.75,South,Premium,1,0,0.4827
57,55080.18,46,39.46,0,57,55.33,South,Premium,1,1,0.5931
65,64063.88,94,89.83,1,40,6.33,North,Premium,1,1,0.7469
52,46872.43,106,0.82,5,23,18.52,South,Basic,0,0,0.2128
18,68682.39,96,39.98,2,43,92.84,North,Standard,1,1,0.7682
19,112679.39,89,89.29,1,18,52.21,Central,Standard,1,1,0.6487
37,43236.22,76,65.4,3,19,74.8,Central,Basic,1,1,0.7752
22,62304.51,27,50.74,2,53,17.54,West,Premium,1,0,0.4218
59,61462.19,30,80.41,3,20,22.8,North,Basic,0,1,0.5041
24,66648.09,27,57.05,1,6,92.62,Central,Standard,1,1,0.6184
55,54830.85,115,22.79,2,51,94.87,West,Standard,1,1,0.672
38,20526.97,25,38.04,3,26,24.83,Central,Basic,0,0,0.1644
34,34489.25,72,34.73,4,12,30.7,Central,Basic,0,0,0.1397
30,65698.55,5,61.22,0,53,30.55,South,Basic,1,1,0.6019
55,21999.5,62,57.88,1,30,19.59,North,Standard,0,0,0.4652
59,68378.95,67,30.71,1,3,4.03,Central,Standard,0,0,0.1888
55,60606.45,62,85.38,2,51,86.16,West,Premium,1,1,0.9286
21,63054.35,22,22.13,3,5,8.93,East,Standard,1,0,0.1318
65,66903.83,43,86.57,1,0,64.82,West,Basic,1,1,0.744
50,54102.1,26,77.15,1,32,76.24,West,Standard,1,1,0.8152
50,67906.93,110,23.64,4,18,72.06,West,Premium,0,0,0.4347
58,32450.82,119,22.03,4,38,79.19,South,Basic,1,1,0.5949
40,59490.29,62,64.92,4,12,90.31,South,Premium,1,1,0.7768
58,57114.22,66,78.03,1,38,95.06,Central,Premium,1,1,0.8739
46,34973.06,71,41.34,1,35,70.92,South,Basic,0,1,0.6622
40,51276.37,21,57.09,0,59,43.14,West,Premium,1,1,0.6727
56,94959.03,50,22.72,1,37,81.13,South,Basic,1,1,0.5582
19,66451.14,28,94.58,0,45,99.28,South,Basic,1,1,0.8645
67,27625.68,49,75.5,2,41,63.08,South,Standard,1,1,0.7973
47,31845.6,20,81.72,1,38,76.71,Central,Premium,0,1,0.7943
45,76316.52,119,59.4,0,26,48.58,West,Premium,1,1,0.6055
25,21900.06,30,13.29,3,11,86.77,Central,Basic,0,0,0.3371
63,84542.71,48,59.37,2,2,64.03,North,Basic,1,1,0.5757
62,36342.78,15,62.29,4,7,27.87,South,Standard,1,0,0.3229
32,57608.42,70,26.6,3,12,46.88,East,Premium,0,0,0.2199
23,54379.43,61,75.97,1,53,72.83,East,Basic,1,1,0.8733
50,53246.33,45,88.12,0,56,34.97,West,Standard,1,1,0.7742
49,67355.19,107,74.2,3,5,52.59,East,Premium,1,1,0.721
45,112715.04,85,86.96,1,7,78.05,North,Premium,1,1,0.7719
51,90196.42,4,85.26,2,41,63.85,Central,Basic,1,1,0.7541
48,76826.62,10,23.03,0,14,72.35,West,Basic,0,0,0.4347
32,15000.0,17,5.2,2,4,73.33,West,Standard,0,0,0.2728
60,54520.38,29,73.01,2,31,36.17,East,Premium,1,1,0.584
46,79745.07,66,45.27,3,58,88.25,Central,Standard,1,1,0.7698
67,45876.16,28,92.86,2,54,14.3,North,Standard,1,1,0.7224
41,97494.91,34,9.59,3,39,17.03,South,Premium,0,0,0.204
47,59814.85,37,65.12,3,31,69.54,West,Basic,1,1,0.7882
35,53827.12,28,25.67,1,10,7.48,East,Premium,0,0,0.1322
68,37520.0,19,35.73,3,29,76.75,East,Standard,1,0,0.486
56,52544.29,43,97.72,1,16,91.87,West,Standard,1,1,0.822
64,73235.93,117,16.43,3,5,79.71,South,Basic,0,0,0.4617
23,52850.72,89,56.74,1,35,6.15,South,Premium,0,1,0.5385
25,40450.58,36,70.41,3,59,15.29,West,Basic,1,1,0.6726
22,86915.26,106,13.74,1,33,81.18,South,Basic,1,1,0.5422
41,74754.94,37,1.45,2,11,87.3,North,Standard,0,0,0.3746
20,45237.78,43,99.14,1,13,74.12,South,Premium,1,1,0.7856
37,67593.9,70,14.49,1,44,57.28,South,Basic,0,0,0.4756
40,45932.01,95,82.03,2,50,59.78,North,Basic,1,1,0.8939
36,67181.99,47,23.65,0,34,41.11,Central,Premium,0,0,0.2432
52,37955.02,59,33.59,2,14,67.58,Central,Standard,0,0,0.4529
37,53909.01,25,45.47,0,7,36.9,South,Basic,0,0,0.2807
30,76815.89,96,80.26,2,5,67.2,West,Premium,1,1,0.8503
29,18073.17,103,48.4,2,23,79.58,South,Premium,1,1,0.7358
55,46751.32,65,3.54,3,12,2.17,Central,Premium,0,0,0.1127
33,46690.68,110,16.35,3,14,13.77,Central,Basic,0,0,0.1398
27,28964.87,90,96.38,2,17,5.55,West,Basic,1,1,0.6653
67,32278.02,28,87.17,1,16,43.72,North,Basic,1,1,0.6231
29,19047.25,52,12.84,1,55,47.77,West,Standard,0,0,0.2463
48,41768.86,63,98.25,1,5,88.49,North,Premium,1,1,0.8551
23,105985.71,66,4.41,0,25,60.15,North,Basic,0,0,0.4049
19,22246.49,119,69.92,6,15,70.28,West,Premium,1,1,0.7992
69,55126.35,89,11.86,3,10,51.58,South,Standard,0,0,0.3126
44,65834.25,5,59.5,1,16,49.09,North,Basic,0,0,0.4465
69,52358.0,105,72.75,3,42,53.55,South,Standard,1,1,0.8166
55,47425.27,32,17.76,3,56,69.66,East,Premium,0,0,0.4761
66,93812.46,71,81.08,2,22,3.56,South,Basic,1,1,0.5729
43,34162.51,34,16.63,1,27,0.9,East,Standard,0,0,0.1128
54,49288.12,74,53.95,3,7,31.06,Central,Standard,0,0,0.3036
57,43021.55,10,58.67,2,24,25.61,South,Standard,0,0,0.431
36,47353.19,44,27.34,3,30,70.76,North,Premium,1,0,0.4428
21,35280.38,93,53.58,0,56,70.88,East,Basic,1,1,0.8138
51,27710.47,108,17.53,0,8,59.23,Central,Basic,1,0,0.4073
55,38529.33,38,36.0,1,21,80.46,North,Premium,1,0,0.4891
59,21372.26,52,68.04,2,14,46.67,East,Basic,1,0,0.4941
24,36675.6,65,57.17,2,14,37.06,East,Standard,0,0,0.3158
66,65872.56,94,57.86,1,6,74.12,South,Premium,1,1,0.7435
32,85497.25,15,72.81,2,8,17.64,North,Premium,1,0,0.3855
36,78948.35,103,43.43,5,19,44.29,East,Basic,1,0,0.3205
36,30549.89,45,75.13,0,36,91.78,North,Standard,1,1,0.8172
48,15000.0,73,97.48,2,15,89.21,South,Basic,1,1,0.889
37,56074.23,106,44.75,2,4,3.66,South,Premium,0,0,0.2355
38,44274.19,70,49.47,2,39,7.46,North,Basic,0,0,0.3522
27,57142.85,10,8.17,1,2,7.19,North,Basic,0,0,0.1044
33,67303.04,88,0.08,0,27,91.79,West,Basic,0,0,0.4659
62,73101.31,37,51.79,5,19,32.06,East,Premium,0,0,0.2778
31,88051.71,27,35.04,1,23,45.35,North,Basic,0,0,0.2231
43,38143.61,33,62.45,1,7,15.47,North,Standard,0,0,0.3327
65,53731.89,20,10.03,3,29,99.61,East,Standard,1,0,0.4232
55,64781.07,26,39.26,3,23,50.47,Central,Basic,0,0,0.2871
44,69090.71,4,65.03,4,31,12.76,South,Standard,1,0,0.4414
64,33565.29,67,84.03,1,17,90.27,West,Standard,1,1,0.8866
63,63275.17,48,44.42,3,44,11.13,Central,Premium,0,0,0.2757
64,48099.49,39,13.42,2,15,61.22,West,Standard,1,0,0.2386
65,79803.8,77,85.39,5,47,24.13,West,Premium,1,1,0.754
40,57068.58,53,44.1,3,43,27.5,East,Standard,0,0,0.3087
67,15000.0,51,85.14,3,48,94.76,South,Standard,1,1,0.85
63,41327.0,63,64.7,2,34,60.66,West,Basic,1,1,0.783
32,31384.04,83,87.68,1,52,33.43,North,Basic,1,1,0.8297
62,78620.04,52,47.87,4,18,43.55,Central,Standard,0,0,0.2574
26,33678.89,63,11.85,0,54,98.19,South,Standard,1,1,0.5461
47,40139.08,75,96.65,1,41,24.18,West,Standard,1,1,0.7947
25,37281.5,117,75.87,1,25,36.13,West,Basic,1,1,0.6452
54,45083.63,60,90.46,0,24,72.56,Central,Basic,1,1,0.8742
18,65547.75,80,69.55,1,32,64.47,North,Basic,1,1,0.8182
57,48964.97,27,16.85,2,36,32.0,North,Standard,1,0,0.1713
52,62112.89,51,48.32,2,37,14.19,North,Basic,0,0,0.2789
22,81562.64,70,89.82,4,13,36.57,East,Basic,1,1,0.5366
30,59761.49,118,38.54,2,46,78.52,East,Premium,1,1,0.7401
58,58437.18,46,25.88,0,13,60.54,East,Standard,1,0,0.368
52,77335.36,56,59.42,4,32,27.14,Central,Basic,0,1,0.5377
47,54726.22,70,73.73,3,57,52.58,East,Premium,1,1,0.8142
50,80658.2,10,19.92,0,18,58.19,West,Basic,1,0,0.3407
33,32400.58,80,33.57,0,24,21.07,Central,Standard,0,0,0.196
36,70174.43,24,41.84,0,28,6.82,West,Basic,0,0,0.1912
30,33027.92,71,41.95,3,56,64.94,East,Standard,1,1,0.6811
39,48941.92,111,24.73,1,25,14.94,North,Standard,0,0,0.2838
41,84992.21,1,40.23,1,37,26.51,North,Premium,0,0,0.2635
21,57922.85,94,6.05,4,31,2.11,North,Premium,0,0,0.1824
65,93068.33,50,99.28,1,38,99.98,Central,Premium,1,1,0.8482
33,48875.87,84,73.32,3,12,85.92,West,Premium,0,1,0.8379
27,45858.69,100,4.96,3,55,39.51,East,Standard,0,0,0.2602
26,15000.0,112,86.76,2,20,13.33,East,Premium,1,1,0.6753
34,37764.02,60,2.9,2,6,24.05,North,Standard,0,0,0.1133
45,44312.12,17,26.61,5,11,16.38,West,Basic,0,0,0.116
44,29747.91,17,79.9,2,47,78.42,South,Premium,1,1,0.8239
45,34536.02,1,96.95,1,55,17.94,East,Basic,1,1,0.7589
42,65769.32,113,26.9,2,36,10.34,South,Standard,0,0,0.263
58,89330.06,34,46.83,3,6,96.76,Central,Premium,1,1,0.5343
52,58582.48,1,1.41,1,20,5.7,North,Basic,0,0,0.1346
41,45880.63,18,81.18,3,16,93.59,West,Standard,1,1,0.7661
28,61533.83,119,62.89,2,42,45.85,Central,Premium,1,1,0.6915
30,68639.3,1,81.1,3,40,40.26,North,Standard,1,1,0.6207
62,40240.23,98,21.46,0,53,34.23,East,Basic,1,0,0.3241
37,81526.9,9,11.17,2,45,27.87,North,Premium,1,0,0.1687
25,73540.07,65,7.78,1,24,95.37,East,Premium,1,0,0.4722
54,59261.84,98,99.56,0,22,14.59,South,Basic,1,1,0.7366
69,81566.66,12,11.5,2,15,11.38,East,Basic,0,0,0.1623
36,50782.65,107,88.95,5,6,20.08,East,Standard,0,1,0.637
59,41461.7,104,30.77,2,43,62.03,East,Basic,1,1,0.626
47,57702.36,69,45.86,2,48,34.91,East,Standard,1,0,0.4425
29,51714.94,96,30.65,0,49,25.27,Central,Standard,1,0,0.3112
24,76994.41,14,48.55,3,31,1.65,West,Basic,0,0,0.2261
49,43285.27,67,17.5,4,59,2.15,South,Basic,0,0,0.3354
32,75653.08,5,30.64,4,36,43.22,North,Basic,0,0,0.2133
27,39263.51,107,18.25,2,36,2.5,West,Standard,0,0,0.1913
32,87354.84,97,10.33,3,34,58.36,South,Premium,1,0,0.429
40,90337.24,9,67.96,0,58,12.82,West,Standard,0,1,0.562
45,55534.29,22,43.44,2,10,77.29,South,Basic,0,1,0.5504
20,41122.5,8,25.06,0,18,57.25,South,Basic,0,0,0.4253
65,94506.56,83,29.9,2,16,29.68,North,Basic,0,0,0.2482
38,30592.26,115,83.49,1,16,28.3,South,Standard,0,1,0.7177
53,32370.03,50,65.84,0,6,60.99,South,Standard,0,1,0.5739
64,105541.42,19,7.55,2,46,21.06,Central,Basic,0,0,0.2447
25,40263.7,37,27.2,3,16,23.01,South,Basic,0,0,0.1415
18,59998.27,57,12.84,4,58,91.22,West,Standard,1,1,0.5282
19,46855.97,13,72.76,4,55,81.9,North,Basic,0,1,0.8493
20,44433.33,56,23.73,0,40,71.63,North,Standard,1,1,0.6079
38,69000.91,35,47.98,3,7,28.01,West,Basic,0,0,0.1844
18,56491.2,111,5.17,1,8,85.94,North,Basic,0,0,0.4577
32,53163.84,114,50.3,0,6,21.22,South,Standard,0,0,0.3721
21,38788.8,103,12.05,1,38,86.6,Central,Standard,1,1,0.5101
26,94997.16,50,83.76,4,24,27.92,North,Premium,1,1,0.5433
53,39190.55,79,82.1,1,42,47.76,South,Basic,1,1,0.7629
30,80440.7,83,37.37,1,54,18.11,East,Basic,1,0,0.3328
49,57468.13,82,9.98,2,43,36.06,Central,Standard,0,0,0.2236
